"group_displayname","user_nickname","user_info","content","content_type","robot_id","robot_displayname","user_signature","time","region","city"
"Wilson_netshaker","海伦Helen","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": ""hel"", ""SnsFlag"": 177, ""Statues"": 0, ""NickName"": ""海伦Helen"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@1005a56c91c9fa882bf40ff54f18697c"", ""PYInitial"": ""HLHELEN"", ""PYQuanPin"": ""hailunHelen"", ""Signature"": ""红尘做伴，潇潇洒洒"", ""UniFriend"": 0, ""AttrStatus"": 67182757, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@1005a56c91c9fa882bf40ff54f18697c&chatroomid=@8607289cd75e59046f495527761625d4&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@8607289cd75e59046f495527761625d4"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","越快越好 ","Text","Jenny 3@ masterqun.com",NULL,NULL,"1524596101",NULL,NULL
"Wilson_温莎租车二手货","在变胖","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": ""qdA"", ""SnsFlag"": 177, ""Statues"": 0, ""NickName"": ""在变胖"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@5252432e71b146a9521feccd3e223303"", ""PYInitial"": ""ZBP"", ""PYQuanPin"": ""zaibianpan"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 100903719, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@5252432e71b146a9521feccd3e223303&chatroomid=@122c523287dacbd17720c7f67140d09b&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@122c523287dacbd17720c7f67140d09b"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","提供周五一早去多伦多的卡普","Text","珍妮6",NULL,NULL,"1524596351",NULL,NULL
"Wilson_明通驾校","小安子.","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": ""tan"", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""小安子."", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@6de0a1d8d6376c0a821bc2b7a377e055"", ""PYInitial"": ""XAZ"", ""PYQuanPin"": ""xiaoanzi"", ""Signature"": ""别错过年轻的疯狂，时光很匆忙"", ""UniFriend"": 0, ""AttrStatus"": 128063, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@6de0a1d8d6376c0a821bc2b7a377e055&chatroomid=@69728941fdfefaf103c47e272a688610&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","提供周六28号九点半多伦多回温莎卡普，沿路可接人。","Text","Jenny 7@ masterqun.com",NULL,NULL,"1524596726",NULL,NULL
"Wilson_温莎无忧4","Downey","[{""Sex"": 1, ""Uin"": 0, ""City"": ""朝阳"", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""Downey"", ""OwnerUin"": 0, ""Province"": ""北京"", ""UserName"": ""@8f0ef9ad54ad67116a8b6de43db80a1467800eeea910fc63bc49c263e592edea"", ""PYInitial"": ""DOWNEY"", ""PYQuanPin"": ""Downey"", ""Signature"": ""我的愿望是世界和平"", ""UniFriend"": 0, ""AttrStatus"": 233597, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@8f0ef9ad54ad67116a8b6de43db80a1467800eeea910fc63bc49c263e592edea&chatroomid=@f8b4d1077432b5c1802734c079dd126a&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@f8b4d1077432b5c1802734c079dd126a"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","提供25号上午出发温莎到多伦多的carpool","Text","珍妮1",NULL,NULL,"1524597247",NULL,NULL
"Wilson_明通驾校","周教练","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""周教练"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@a3a94a6f0fafc0ec81faf92afe0ce6422caea119589e71f138ec473c1aa89bb7"", ""PYInitial"": ""ZJL"", ""PYQuanPin"": ""zhoujiaolian"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 33918981, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=666374585&username=@a3a94a6f0fafc0ec81faf92afe0ce6422caea119589e71f138ec473c1aa89bb7&skey="", ""MemberList"": [], ""RemarkName"": ""周教练"", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": ""ZJL"", ""RemarkPYQuanPin"": ""zhoujiaolian"", ""HideInputBarFlag"": 0}]","一次过G恭喜🎊🎊🎉🍾️","Text","Jenny 7@ masterqun.com",NULL,NULL,"1524597407",NULL,NULL
"Wilson_明通驾校","周教练","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""周教练"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@a3a94a6f0fafc0ec81faf92afe0ce6422caea119589e71f138ec473c1aa89bb7"", ""PYInitial"": ""ZJL"", ""PYQuanPin"": ""zhoujiaolian"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 33918981, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=666374585&username=@a3a94a6f0fafc0ec81faf92afe0ce6422caea119589e71f138ec473c1aa89bb7&skey="", ""MemberList"": [], ""RemarkName"": ""周教练"", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": ""ZJL"", ""RemarkPYQuanPin"": ""zhoujiaolian"", ""HideInputBarFlag"": 0}]","1","Picture","Jenny 7@ masterqun.com",NULL,NULL,"1524597412",NULL,NULL
"Wilson_明通驾校","巫教练","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 17, ""Statues"": 0, ""NickName"": ""明通驾校_巫教练"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a"", ""PYInitial"": ""MTJJWJL"", ""PYQuanPin"": ""mingtongjiajiaowujiaolian"", ""Signature"": ""明通驾校一温莎首家华人驾校\n电话:519—257—8840"", ""UniFriend"": 0, ""AttrStatus"": 100926501, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a&chatroomid=@69728941fdfefaf103c47e272a688610&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""巫教练"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","恭喜恭喜！","Text","Jenny 7@ masterqun.com",NULL,NULL,"1524597680",NULL,NULL
"Wilson_明通驾校","巫教练","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 17, ""Statues"": 0, ""NickName"": ""明通驾校_巫教练"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a"", ""PYInitial"": ""MTJJWJL"", ""PYQuanPin"": ""mingtongjiajiaowujiaolian"", ""Signature"": ""明通驾校一温莎首家华人驾校\n电话:519—257—8840"", ""UniFriend"": 0, ""AttrStatus"": 100926501, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a&chatroomid=@69728941fdfefaf103c47e272a688610&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""巫教练"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","恭喜恭喜！","Text",NULL,"Jenny 7@ masterqun.com",NULL,"1524598178",NULL,NULL
"Wilson_明通驾校","巫教练","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 17, ""Statues"": 0, ""NickName"": ""明通驾校_巫教练"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a"", ""PYInitial"": ""MTJJWJL"", ""PYQuanPin"": ""mingtongjiajiaowujiaolian"", ""Signature"": ""明通驾校一温莎首家华人驾校\n电话:519—257—8840"", ""UniFriend"": 0, ""AttrStatus"": 100926501, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@71f3f53b512db8a8b99108118b7a231236580aeb1b00b2583b11dcb8df5cb04a&chatroomid=@69728941fdfefaf103c47e272a688610&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""巫教练"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@69728941fdfefaf103c47e272a688610"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","恭喜恭喜！","Text",NULL,"Jenny 7@ masterqun.com",NULL,"1524598299",NULL,NULL
"Wilson_我的测试群","诚实的人","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""诚实的人"", ""OwnerUin"": 0, ""Province"": ""London"", ""UserName"": ""@62e3823c8f8cc7bb4cb17a86c415599285d7ae2f7e7c1b1495f31c526f241a16"", ""PYInitial"": ""CSDR"", ""PYQuanPin"": ""chengshideren"", ""Signature"": ""美瞳正品代购。假的我吃"", ""UniFriend"": 0, ""AttrStatus"": 33787941, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=666386380&username=@62e3823c8f8cc7bb4cb17a86c415599285d7ae2f7e7c1b1495f31c526f241a16&skey="", ""MemberList"": [], ""RemarkName"": ""1-17065687-诚实的人"", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@aa17d1eefa24b9776453d1b13f67d22c"", ""RemarkPYInitial"": ""117065687CSDR"", ""RemarkPYQuanPin"": ""117065687chengshideren"", ""HideInputBarFlag"": 0}]","实践活动就不饿好看","Text",NULL,"Jenny test",NULL,"1524598389",NULL,NULL
